seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
289,6071,10,20,740,29,42,29,931,946,20,0,10,3503,3,-1,740,740,1,0
290,6091,10,20,740,2,0,56,931,946,40,5,29,3503,3,-4,740,740,1,0
291,6111,10,20,740,0,0,64,914,905,10,0,7,3497,-3,-11,738,742,1,0
292,6131,10,20,740,0,0,92,910,941,20,0,0,3508,8,8,743,737,1,0
293,6152,10,20,740,20,0,146,927,911,2,5,0,3385,-115,-26,711,769,1,0
294,6172,10,20,740,52,27,224,923,933,22,0,23,3340,-160,-15,703,777,1,0
295,6192,10,20,740,18,0,226,929,922,20,0,0,3335,-165,13,706,774,1,0
296,6212,10,20,740,18,3,228,900,898,0,0,0,3330,-170,9,705,775,1,0
297,6232,10,20,740,36,0,159,921,903,25,0,13,3375,-125,5,714,766,1,0
298,6252,10,20,740,27,3,132,933,924,20,0,5,3398,-102,-6,717,763,1,0
299,6272,10,20,740,18,3,81,927,946,27,0,13,3505,5,5,741,739,1,0
300,6292,10,20,740,11,19,54,931,943,32,0,39,3503,3,-7,740,740,1,0
301,6312,10,20,740,9,0,44,910,939,35,5,26,3507,7,14,743,737,1,0
302,6332,10,20,740,29,15,50,952,915,42,0,18,3490,-10,-21,735,745,1,0
303,6352,10,20,740,20,7,56,944,928,35,5,26,3495,-5,-7,738,742,1,0
304,6372,10,20,740,52,3,39,925,928,58,0,15,3500,0,4,740,740,1,0
305,6392,10,20,740,25,0,48,925,946,70,0,29,3505,5,6,742,738,1,0
306,6421,10,20,740,18,7,41,908,946,128,5,2,3606,106,96,779,701,1,0
307,6442,10,20,740,0,0,50,868,933,199,5,37,3665,165,36,782,698,1,0
308,6462,10,20,740,20,0,29,834,935,267,0,15,3721,221,35,794,686,1,0
309,6482,10,20,740,20,7,52,830,915,295,0,23,3737,237,17,795,685,1,0
310,6502,10,20,740,0,0,52,876,950,280,5,29,3716,216,-14,785,695,1,0
